mol_id,original_row_index,original_smiles,canonical_smiles,Eox,murcko_scaffold,molecular_target_key
12108,3630,Nc1ccccc1C=CC(=O)O,Nc1ccccc1C=CC(=O)O,0.713,c1ccccc1,Nc1ccccc1C=CC(=O)O||0.713
12109,13274,Nc1ccccc1C=CC=C1c2ccccc2-c2ccccc21,Nc1ccccc1C=CC=C1c2ccccc2-c2ccccc21,0.384,C(=Cc1ccccc1)C=C1c2ccccc2-c2ccccc21,Nc1ccccc1C=CC=C1c2ccccc2-c2ccccc21||0.384
12110,6359,Nc1ccccc1C=Cc1ccccc1,Nc1ccccc1C=Cc1ccccc1,0.546,C(=Cc1ccccc1)c1ccccc1,Nc1ccccc1C=Cc1ccccc1||0.546
12111,7686,Nc1ccccc1C=Cc1ccccc1N,Nc1ccccc1C=Cc1ccccc1N,0.471,C(=Cc1ccccc1)c1ccccc1,Nc1ccccc1C=Cc1ccccc1N||0.471
12112,10557,Nc1ccccc1C=Cc1ccnc2ccccc12,Nc1ccccc1C=Cc1ccnc2ccccc12,0.545,C(=Cc1ccnc2ccccc12)c1ccccc1,Nc1ccccc1C=Cc1ccnc2ccccc12||0.545
12113,6424,Nc1ccccc1C=Cc1ccncc1,Nc1ccccc1C=Cc1ccncc1,0.596,C(=Cc1ccncc1)c1ccccc1,Nc1ccccc1C=Cc1ccncc1||0.596
12114,2779,Nc1ccccc1CC(=O)O,Nc1ccccc1CC(=O)O,0.716,c1ccccc1,Nc1ccccc1CC(=O)O||0.716
12115,8939,Nc1ccccc1CCC(=O)c1ccccc1,Nc1ccccc1CCC(=O)c1ccccc1,0.582,O=C(CCc1ccccc1)c1ccccc1,Nc1ccccc1CCC(=O)c1ccccc1||0.582
12116,5062,Nc1ccccc1CCCC(=O)O,Nc1ccccc1CCCC(=O)O,0.624,c1ccccc1,Nc1ccccc1CCCC(=O)O||0.624
12117,2805,Nc1ccccc1CCCO,Nc1ccccc1CCCO,0.653,c1ccccc1,Nc1ccccc1CCCO||0.653
12118,1827,Nc1ccccc1CCO,Nc1ccccc1CCO,0.681,c1ccccc1,Nc1ccccc1CCO||0.681
12119,6519,Nc1ccccc1CCc1ccccc1,Nc1ccccc1CCc1ccccc1,0.574,c1ccc(CCc2ccccc2)cc1,Nc1ccccc1CCc1ccccc1||0.574
12120,7871,Nc1ccccc1CCc1ccccc1N,Nc1ccccc1CCc1ccccc1N,0.54,c1ccc(CCc2ccccc2)cc1,Nc1ccccc1CCc1ccccc1N||0.54
12121,4772,Nc1ccccc1CN1CCCC1,Nc1ccccc1CN1CCCC1,0.631,c1ccc(CN2CCCC2)cc1,Nc1ccccc1CN1CCCC1||0.631
12122,6610,Nc1ccccc1CNc1ccccc1,Nc1ccccc1CNc1ccccc1,0.557,c1ccc(CNc2ccccc2)cc1,Nc1ccccc1CNc1ccccc1||0.557
12123,1079,Nc1ccccc1CO,Nc1ccccc1CO,0.746,c1ccccc1,Nc1ccccc1CO||0.746
12124,5299,Nc1ccccc1Cc1ccccc1,Nc1ccccc1Cc1ccccc1,0.609,c1ccc(Cc2ccccc2)cc1,Nc1ccccc1Cc1ccccc1||0.609
12125,6586,Nc1ccccc1Cc1ccccc1N,Nc1ccccc1Cc1ccccc1N,0.574,c1ccc(Cc2ccccc2)cc1,Nc1ccccc1Cc1ccccc1N||0.574
12126,556,Nc1ccccc1N,Nc1ccccc1N,0.453,c1ccccc1,Nc1ccccc1N||0.453
12127,3615,Nc1ccccc1N1CCCC1,Nc1ccccc1N1CCCC1,0.263,c1ccc(N2CCCC2)cc1,Nc1ccccc1N1CCCC1||0.263
12128,4778,Nc1ccccc1N1CCCCC1,Nc1ccccc1N1CCCCC1,0.461,c1ccc(N2CCCCC2)cc1,Nc1ccccc1N1CCCCC1||0.461
12129,11533,Nc1ccccc1NC(=O)c1cccc2ccccc12,Nc1ccccc1NC(=O)c1cccc2ccccc12,0.478,O=C(Nc1ccccc1)c1cccc2ccccc12,Nc1ccccc1NC(=O)c1cccc2ccccc12||0.478
12130,7852,Nc1ccccc1NC(=O)c1ccccc1,Nc1ccccc1NC(=O)c1ccccc1,0.553,O=C(Nc1ccccc1)c1ccccc1,Nc1ccccc1NC(=O)c1ccccc1||0.553
12131,5940,Nc1ccccc1NC1CCCCC1,Nc1ccccc1NC1CCCCC1,0.24,c1ccc(NC2CCCCC2)cc1,Nc1ccccc1NC1CCCCC1||0.24
12132,1743,Nc1ccccc1NC=O,Nc1ccccc1NC=O,0.644,c1ccccc1,Nc1ccccc1NC=O||0.644
12133,5372,Nc1ccccc1Nc1ccccc1,Nc1ccccc1Nc1ccccc1,0.25,c1ccc(Nc2ccccc2)cc1,Nc1ccccc1Nc1ccccc1||0.25
12134,576,Nc1ccccc1O,Nc1ccccc1O,0.627,c1ccccc1,Nc1ccccc1O||0.627
12135,1150,Nc1ccccc1S,Nc1ccccc1S,0.609,c1ccccc1,Nc1ccccc1S||0.609
12136,1007,Nc1cccccc1=O,Nc1cccccc1=O,0.79,O=c1cccccc1,Nc1cccccc1=O||0.79
12137,276,Nc1ccccn1,Nc1ccccn1,1.001,c1ccncc1,Nc1ccccn1||1.001
12138,275,Nc1cccnc1,Nc1cccnc1,0.901,c1ccncc1,Nc1cccnc1||0.901
12139,125,Nc1ccco1,Nc1ccco1,0.362,c1ccoc1,Nc1ccco1||0.362
12140,336,Nc1cccs1,Nc1cccs1,0.511,c1ccsc1,Nc1cccs1||0.511
12141,122,Nc1ccn[nH]1,Nc1ccn[nH]1,0.752,c1cn[nH]c1,Nc1ccn[nH]1||0.752
12142,1633,Nc1ccnc2[nH]ccc12,Nc1ccnc2[nH]ccc12,0.777,c1cnc2[nH]ccc2c1,Nc1ccnc2[nH]ccc12||0.777
12143,6300,Nc1ccnc2cc3ccccc3cc12,Nc1ccnc2cc3ccccc3cc12,0.483,c1ccc2cc3ncccc3cc2c1,Nc1ccnc2cc3ccccc3cc12||0.483
12144,2309,Nc1ccnc2ccccc12,Nc1ccnc2ccccc12,0.807,c1ccc2ncccc2c1,Nc1ccnc2ccccc12||0.807
12145,274,Nc1ccncc1,Nc1ccncc1,1.104,c1ccncc1,Nc1ccncc1||1.104
12146,6603,Nc1ccncc1CCc1ccccc1,Nc1ccncc1CCc1ccccc1,0.916,c1ccc(CCc2cccnc2)cc1,Nc1ccncc1CCc1ccccc1||0.916
12147,337,Nc1ccsc1,Nc1ccsc1,0.455,c1ccsc1,Nc1ccsc1||0.455
12148,123,Nc1cn[nH]c1,Nc1cn[nH]c1,0.26,c1cn[nH]c1,Nc1cn[nH]c1||0.26
12149,2304,Nc1cnc2ccccc2c1,Nc1cnc2ccccc2c1,0.757,c1ccc2ncccc2c1,Nc1cnc2ccccc2c1||0.757
12150,121,Nc1cnc[nH]1,Nc1cnc[nH]1,0.497,c1c[nH]cn1,Nc1cnc[nH]1||0.497
12151,2312,Nc1cncc2ccccc12,Nc1cncc2ccccc12,0.671,c1ccc2cnccc2c1,Nc1cncc2ccccc12||0.671
12152,9735,Nc1n[nH]c(-c2ccccc2)c1-c1ccccc1,Nc1n[nH]c(-c2ccccc2)c1-c1ccccc1,0.543,c1ccc(-c2cn[nH]c2-c2ccccc2)cc1,Nc1n[nH]c(-c2ccccc2)c1-c1ccccc1||0.543
12153,11015,Nc1n[nH]c2c1C1(CCCCC1)Cc1ccccc1-2,Nc1n[nH]c2c1C1(CCCCC1)Cc1ccccc1-2,0.51,c1ccc2c(c1)CC1(CCCCC1)c1cn[nH]c1-2,Nc1n[nH]c2c1C1(CCCCC1)Cc1ccccc1-2||0.51
12154,1623,Nc1n[nH]c2ccccc12,Nc1n[nH]c2ccccc12,0.571,c1ccc2[nH]ncc2c1,Nc1n[nH]c2ccccc12||0.571
12155,12035,Nc1nc(-c2cccc3ccccc23)cc2ccccc12,Nc1nc(-c2cccc3ccccc23)cc2ccccc12,0.529,c1ccc2cc(-c3cccc4ccccc34)ncc2c1,Nc1nc(-c2cccc3ccccc23)cc2ccccc12||0.529
12156,9728,Nc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,Nc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,0.223,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,Nc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1||0.223
12157,14132,Nc1nc(-c2ccccc2)cc(-c2ccccc2)c1-c1ccccc1,Nc1nc(-c2ccccc2)cc(-c2ccccc2)c1-c1ccccc1,0.639,c1ccc(-c2cc(-c3ccccc3)c(-c3ccccc3)cn2)cc1,Nc1nc(-c2ccccc2)cc(-c2ccccc2)c1-c1ccccc1||0.639
12158,8521,Nc1nc(-c2ccccc2)cc2ccccc12,Nc1nc(-c2ccccc2)cc2ccccc12,0.606,c1ccc(-c2cc3ccccc3cn2)cc1,Nc1nc(-c2ccccc2)cc2ccccc12||0.606
12159,12171,Nc1nc2[nH]c3ccccc3c2cc1Cc1ccccc1,Nc1nc2[nH]c3ccccc3c2cc1Cc1ccccc1,0.459,c1ccc(Cc2cnc3[nH]c4ccccc4c3c2)cc1,Nc1nc2[nH]c3ccccc3c2cc1Cc1ccccc1||0.459
12160,4618,Nc1nc2c(c3c1CCC3)CCC2,Nc1nc2c(c3c1CCC3)CCC2,0.718,c1nc2c(c3c1CCC3)CCC2,Nc1nc2c(c3c1CCC3)CCC2||0.718
12161,5278,Nc1nc2c(ccc3ccccc32)[nH]1,Nc1nc2c(ccc3ccccc32)[nH]1,0.369,c1ccc2c(c1)ccc1[nH]cnc12,Nc1nc2c(ccc3ccccc32)[nH]1||0.369
12162,9576,Nc1nc2c3ccccc3c3ccccc3c2[nH]1,Nc1nc2c3ccccc3c3ccccc3c2[nH]1,0.18,c1ccc2c(c1)c1ccccc1c1[nH]cnc21,Nc1nc2c3ccccc3c3ccccc3c2[nH]1||0.18
12163,5284,Nc1nc2cc3ccccc3cc2[nH]1,Nc1nc2cc3ccccc3cc2[nH]1,0.528,c1ccc2cc3[nH]cnc3cc2c1,Nc1nc2cc3ccccc3cc2[nH]1||0.528
12164,8380,Nc1nc2ccc1CCCCCCCCC2,Nc1nc2ccc1CCCCCCCCC2,0.739,c1cc2ncc1CCCCCCCCC2,Nc1nc2ccc1CCCCCCCCC2||0.739
12165,1625,Nc1nc2ccccc2[nH]1,Nc1nc2ccccc2[nH]1,0.712,c1ccc2[nH]cnc2c1,Nc1nc2ccccc2[nH]1||0.712
12166,6299,Nc1nc2ccccc2c2ccccc12,Nc1nc2ccccc2c2ccccc12,0.864,c1ccc2c(c1)cnc1ccccc12,Nc1nc2ccccc2c2ccccc12||0.864
12167,9620,Nc1ncc(Cc2ccccc2)c2ccccc12,Nc1ncc(Cc2ccccc2)c2ccccc12,0.657,c1ccc(Cc2cncc3ccccc23)cc1,Nc1ncc(Cc2ccccc2)c2ccccc12||0.657
12168,124,Nc1ncc[nH]1,Nc1ncc[nH]1,0.645,c1c[nH]cn1,Nc1ncc[nH]1||0.645
12169,1631,Nc1nccc2[nH]ccc12,Nc1nccc2[nH]ccc12,0.661,c1cc2[nH]ccc2cn1,Nc1nccc2[nH]ccc12||0.661
12170,5283,Nc1nccc2c1[nH]c1ccccc12,Nc1nccc2c1[nH]c1ccccc12,0.537,c1ccc2c(c1)[nH]c1cnccc12,Nc1nccc2c1[nH]c1ccccc12||0.537
12171,2311,Nc1nccc2ccccc12,Nc1nccc2ccccc12,0.85,c1ccc2cnccc2c1,Nc1nccc2ccccc12||0.85
12172,5211,Nn1c2ccccc2c2ccccc21,Nn1c2ccccc2c2ccccc21,0.599,c1ccc2c(c1)[nH]c1ccccc12,Nn1c2ccccc2c2ccccc21||0.599
12173,1617,Nn1ccc2ccccc21,Nn1ccc2ccccc21,0.748,c1ccc2[nH]ccc2c1,Nn1ccc2ccccc21||0.748
12174,117,Nn1cccc1,Nn1cccc1,1.053,c1cc[nH]c1,Nn1cccc1||1.053
12175,12566,O=C(C(c1ccccc1)c1ccccc1)N1CCNCC1,O=C(C(c1ccccc1)c1ccccc1)N1CCNCC1,0.944,O=C(C(c1ccccc1)c1ccccc1)N1CCNCC1,O=C(C(c1ccccc1)c1ccccc1)N1CCNCC1||0.944
12176,13102,O=C(C1=C(NCc2ccccc2)CCCC1)c1ccccc1,O=C(C1=C(NCc2ccccc2)CCCC1)c1ccccc1,0.172,O=C(C1=C(NCc2ccccc2)CCCC1)c1ccccc1,O=C(C1=C(NCc2ccccc2)CCCC1)c1ccccc1||0.172
12177,11581,O=C(C1=C(Nc2ccccc2)CCC1)c1ccccc1,O=C(C1=C(Nc2ccccc2)CCC1)c1ccccc1,0.326,O=C(C1=C(Nc2ccccc2)CCC1)c1ccccc1,O=C(C1=C(Nc2ccccc2)CCC1)c1ccccc1||0.326
12178,14104,O=C(C1CC1c1ccccc1)N1CCC(Nc2ccccc2)CC1,O=C(C1CC1c1ccccc1)N1CCC(Nc2ccccc2)CC1,0.382,O=C(C1CC1c1ccccc1)N1CCC(Nc2ccccc2)CC1,O=C(C1CC1c1ccccc1)N1CCC(Nc2ccccc2)CC1||0.382
12179,4114,O=C(C1CCCN1)N1CCCC1,O=C(C1CCCN1)N1CCCC1,1.061,O=C(C1CCCN1)N1CCCC1,O=C(C1CCCN1)N1CCCC1||1.061
12180,6445,O=C(C1CCCNC1)N1CCCCC1,O=C(C1CCCNC1)N1CCCCC1,1.007,O=C(C1CCCNC1)N1CCCCC1,O=C(C1CCCNC1)N1CCCCC1||1.007
12181,13800,O=C(C1CCN(C(=S)NC2CC2)CC1)N1CCCCCC1,O=C(C1CCN(C(=S)NC2CC2)CC1)N1CCCCCC1,0.81,O=C(C1CCN(C(=S)NC2CC2)CC1)N1CCCCCC1,O=C(C1CCN(C(=S)NC2CC2)CC1)N1CCCCCC1||0.81
12182,5254,O=C(C1CCNCC1)N1CCCC1,O=C(C1CCNCC1)N1CCCC1,0.946,O=C(C1CCNCC1)N1CCCC1,O=C(C1CCNCC1)N1CCCC1||0.946
12183,10498,O=C(C1CCNCC1)N1CCc2ccccc2C1,O=C(C1CCNCC1)N1CCc2ccccc2C1,0.9,O=C(C1CCNCC1)N1CCc2ccccc2C1,O=C(C1CCNCC1)N1CCc2ccccc2C1||0.9
12184,13691,O=C(C=C(NC1CCCCC1)c1ccccc1)c1ccccc1,O=C(C=C(NC1CCCCC1)c1ccccc1)c1ccccc1,0.589,O=C(C=C(NC1CCCCC1)c1ccccc1)c1ccccc1,O=C(C=C(NC1CCCCC1)c1ccccc1)c1ccccc1||0.589
12185,13492,O=C(C=C(Nc1ccccc1)c1ccccc1)c1ccccc1,O=C(C=C(Nc1ccccc1)c1ccccc1)c1ccccc1,0.518,O=C(C=C(Nc1ccccc1)c1ccccc1)c1ccccc1,O=C(C=C(Nc1ccccc1)c1ccccc1)c1ccccc1||0.518
12186,8780,O=C(C=CNc1ccccc1)c1ccccc1,O=C(C=CNc1ccccc1)c1ccccc1,0.543,O=C(C=CNc1ccccc1)c1ccccc1,O=C(C=CNc1ccccc1)c1ccccc1||0.543
12187,13320,O=C(C=Cc1ccccc1)N1C=C(C2CCCCN2)CCC1,O=C(C=Cc1ccccc1)N1C=C(C2CCCCN2)CCC1,0.474,O=C(C=Cc1ccccc1)N1C=C(C2CCCCN2)CCC1,O=C(C=Cc1ccccc1)N1C=C(C2CCCCN2)CCC1||0.474
12188,8188,O=C(C=Cc1ccccc1)N1CCNCC1,O=C(C=Cc1ccccc1)N1CCNCC1,1.012,O=C(C=Cc1ccccc1)N1CCNCC1,O=C(C=Cc1ccccc1)N1CCNCC1||1.012
12189,13173,O=C(C=Cc1ccccc1)NC(=Cc1ccccc1)C(=O)O,O=C(C=Cc1ccccc1)NC(=Cc1ccccc1)C(=O)O,0.772,O=C(C=Cc1ccccc1)NC=Cc1ccccc1,O=C(C=Cc1ccccc1)NC(=Cc1ccccc1)C(=O)O||0.772
12190,12218,O=C(C=Cc1ccccc1)NC(=S)NC1CCCC1,O=C(C=Cc1ccccc1)NC(=S)NC1CCCC1,1.083,O=C(C=Cc1ccccc1)NC(=S)NC1CCCC1,O=C(C=Cc1ccccc1)NC(=S)NC1CCCC1||1.083
12191,12964,O=C(C=Cc1ccccc1)NC(=S)NC1CCCCC1,O=C(C=Cc1ccccc1)NC(=S)NC1CCCCC1,1.059,O=C(C=Cc1ccccc1)NC(=S)NC1CCCCC1,O=C(C=Cc1ccccc1)NC(=S)NC1CCCCC1||1.059
12192,13331,O=C(C=Cc1ccccc1)NC(=S)NCc1ccccc1,O=C(C=Cc1ccccc1)NC(=S)NCc1ccccc1,1.066,O=C(C=Cc1ccccc1)NC(=S)NCc1ccccc1,O=C(C=Cc1ccccc1)NC(=S)NCc1ccccc1||1.066
12193,14716,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc2c3c(cccc13)CC2,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc2c3c(cccc13)CC2,0.27,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc2c3c(cccc13)CC2,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc2c3c(cccc13)CC2||0.27
12194,14346,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc2ccccc2c1,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc2ccccc2c1,0.552,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc2ccccc2c1,O=C(C=Cc1ccccc1)NC(=S)Nc1ccc2ccccc2c1||0.552
12195,14347,O=C(C=Cc1ccccc1)NC(=S)Nc1cccc2ccccc12,O=C(C=Cc1ccccc1)NC(=S)Nc1cccc2ccccc12,0.467,O=C(C=Cc1ccccc1)NC(=S)Nc1cccc2ccccc12,O=C(C=Cc1ccccc1)NC(=S)Nc1cccc2ccccc12||0.467
12196,12669,O=C(C=Cc1ccccc1)NC(=S)Nc1ccccc1,O=C(C=Cc1ccccc1)NC(=S)Nc1ccccc1,0.847,O=C(C=Cc1ccccc1)NC(=S)Nc1ccccc1,O=C(C=Cc1ccccc1)NC(=S)Nc1ccccc1||0.847
12197,13259,O=C(C=Cc1ccccc1)NC(Cc1ccccc1)C(=O)O,O=C(C=Cc1ccccc1)NC(Cc1ccccc1)C(=O)O,1.027,O=C(C=Cc1ccccc1)NCCc1ccccc1,O=C(C=Cc1ccccc1)NC(Cc1ccccc1)C(=O)O||1.027
12198,11826,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)O)cc1,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)O)cc1,0.96,O=C(C=Cc1ccccc1)Nc1ccccc1,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)O)cc1||0.96
12199,11825,O=C(C=Cc1ccccc1)Nc1cccc(C(=O)O)c1,O=C(C=Cc1ccccc1)Nc1cccc(C(=O)O)c1,0.904,O=C(C=Cc1ccccc1)Nc1ccccc1,O=C(C=Cc1ccccc1)Nc1cccc(C(=O)O)c1||0.904
12200,13168,O=C(CC(C(=O)O)c1c[nH]c2ccccc12)c1ccccc1,O=C(CC(C(=O)O)c1c[nH]c2ccccc12)c1ccccc1,0.501,O=C(CCc1c[nH]c2ccccc12)c1ccccc1,O=C(CC(C(=O)O)c1c[nH]c2ccccc12)c1ccccc1||0.501
12201,11962,O=C(CC(C(=O)O)c1ccccc1)Nc1ccccc1,O=C(CC(C(=O)O)c1ccccc1)Nc1ccccc1,0.879,O=C(CCc1ccccc1)Nc1ccccc1,O=C(CC(C(=O)O)c1ccccc1)Nc1ccccc1||0.879
12202,11038,O=C(CC(C(=O)O)c1ccccc1)c1ccccc1,O=C(CC(C(=O)O)c1ccccc1)c1ccccc1,1.314,O=C(CCc1ccccc1)c1ccccc1,O=C(CC(C(=O)O)c1ccccc1)c1ccccc1||1.314
12203,12999,O=C(CC(Cc1ccccc1)C(=O)O)NC1CCCCC1,O=C(CC(Cc1ccccc1)C(=O)O)NC1CCCCC1,1.24,O=C(CCCc1ccccc1)NC1CCCCC1,O=C(CC(Cc1ccccc1)C(=O)O)NC1CCCCC1||1.24
12204,11887,O=C(CC(Cc1ccccc1)C(=O)O)c1ccccc1,O=C(CC(Cc1ccccc1)C(=O)O)c1ccccc1,1.258,O=C(CCCc1ccccc1)c1ccccc1,O=C(CC(Cc1ccccc1)C(=O)O)c1ccccc1||1.258
12205,13973,O=C(CC(NCc1ccccc1)c1ccccc1)c1ccccc1,O=C(CC(NCc1ccccc1)c1ccccc1)c1ccccc1,0.811,O=C(CC(NCc1ccccc1)c1ccccc1)c1ccccc1,O=C(CC(NCc1ccccc1)c1ccccc1)c1ccccc1||0.811
12206,13550,O=C(CC(Nc1ccccc1)c1ccccc1)c1ccccc1,O=C(CC(Nc1ccccc1)c1ccccc1)c1ccccc1,0.374,O=C(CC(Nc1ccccc1)c1ccccc1)c1ccccc1,O=C(CC(Nc1ccccc1)c1ccccc1)c1ccccc1||0.374
12207,14547,O=C(CC(c1ccccc1)C(C(=O)O)c1ccccc1)c1ccccc1,O=C(CC(c1ccccc1)C(C(=O)O)c1ccccc1)c1ccccc1,1.125,O=C(CC(Cc1ccccc1)c1ccccc1)c1ccccc1,O=C(CC(c1ccccc1)C(C(=O)O)c1ccccc1)c1ccccc1||1.125
12208,14570,O=C(CC(c1ccccc1)c1ccccc1)Nc1ccc(C(=O)O)cc1,O=C(CC(c1ccccc1)c1ccccc1)Nc1ccc(C(=O)O)cc1,0.928,O=C(CC(c1ccccc1)c1ccccc1)Nc1ccccc1,O=C(CC(c1ccccc1)c1ccccc1)Nc1ccc(C(=O)O)cc1||0.928
12209,13935,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1C(=O)O,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1C(=O)O,0.934,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1C(=O)O||0.934
12210,14842,O=C(CC1c2ccccc2-c2ccccc21)NC(Cc1ccccc1)C(=O)O,O=C(CC1c2ccccc2-c2ccccc21)NC(Cc1ccccc1)C(=O)O,0.689,O=C(CC1c2ccccc2-c2ccccc21)NCCc1ccccc1,O=C(CC1c2ccccc2-c2ccccc21)NC(Cc1ccccc1)C(=O)O||0.689
12211,7718,O=C(CCC1CCCC1)N1CCNCC1,O=C(CCC1CCCC1)N1CCNCC1,1.021,O=C(CCC1CCCC1)N1CCNCC1,O=C(CCC1CCCC1)N1CCNCC1||1.021
12212,11463,O=C(CCC1CCCC1)Nc1ccc(C(=O)O)cc1,O=C(CCC1CCCC1)Nc1ccc(C(=O)O)cc1,1.027,O=C(CCC1CCCC1)Nc1ccccc1,O=C(CCC1CCCC1)Nc1ccc(C(=O)O)cc1||1.027
12213,13770,O=C(CCC1CCCC1)Nc1ccc(Nc2ccccc2)cc1,O=C(CCC1CCCC1)Nc1ccc(Nc2ccccc2)cc1,0.094,O=C(CCC1CCCC1)Nc1ccc(Nc2ccccc2)cc1,O=C(CCC1CCCC1)Nc1ccc(Nc2ccccc2)cc1||0.094
12214,11464,O=C(CCC1CCCC1)Nc1cccc(C(=O)O)c1,O=C(CCC1CCCC1)Nc1cccc(C(=O)O)c1,0.952,O=C(CCC1CCCC1)Nc1ccccc1,O=C(CCC1CCCC1)Nc1cccc(C(=O)O)c1||0.952
12215,12988,O=C(CCC1CCCCC1)NCc1ccc(C(=O)O)cc1,O=C(CCC1CCCCC1)NCc1ccc(C(=O)O)cc1,1.328,O=C(CCC1CCCCC1)NCc1ccccc1,O=C(CCC1CCCCC1)NCc1ccc(C(=O)O)cc1||1.328
12216,12254,O=C(CCC1CCCCC1)Nc1ccc(C(=O)O)cc1,O=C(CCC1CCCCC1)Nc1ccc(C(=O)O)cc1,1.017,O=C(CCC1CCCCC1)Nc1ccccc1,O=C(CCC1CCCCC1)Nc1ccc(C(=O)O)cc1||1.017
12217,14136,O=C(CCC1CCCCC1)Nc1ccc(Nc2ccccc2)cc1,O=C(CCC1CCCCC1)Nc1ccc(Nc2ccccc2)cc1,0.102,O=C(CCC1CCCCC1)Nc1ccc(Nc2ccccc2)cc1,O=C(CCC1CCCCC1)Nc1ccc(Nc2ccccc2)cc1||0.102
12218,12701,O=C(CCCc1ccccc1)Nc1ccc(C(=O)O)cc1,O=C(CCCc1ccccc1)Nc1ccc(C(=O)O)cc1,0.998,O=C(CCCc1ccccc1)Nc1ccccc1,O=C(CCCc1ccccc1)Nc1ccc(C(=O)O)cc1||0.998
12219,14292,O=C(CCCc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,O=C(CCCc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,0.075,O=C(CCCc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,O=C(CCCc1ccccc1)Nc1ccc(Nc2ccccc2)cc1||0.075
12220,12704,O=C(CCCc1ccccc1)Nc1cccc(C(=O)O)c1,O=C(CCCc1ccccc1)Nc1cccc(C(=O)O)c1,0.934,O=C(CCCc1ccccc1)Nc1ccccc1,O=C(CCCc1ccccc1)Nc1cccc(C(=O)O)c1||0.934
12221,12705,O=C(CCCc1ccccc1)Nc1ccccc1C(=O)O,O=C(CCCc1ccccc1)Nc1ccccc1C(=O)O,0.87,O=C(CCCc1ccccc1)Nc1ccccc1,O=C(CCCc1ccccc1)Nc1ccccc1C(=O)O||0.87
12222,12719,O=C(CCNC12CC3CC(CC(C3)C1)C2)c1ccccc1,O=C(CCNC12CC3CC(CC(C3)C1)C2)c1ccccc1,0.739,O=C(CCNC12CC3CC(CC(C3)C1)C2)c1ccccc1,O=C(CCNC12CC3CC(CC(C3)C1)C2)c1ccccc1||0.739
12223,12989,O=C(CCNCc1ccccc1)c1cccc2ccccc12,O=C(CCNCc1ccccc1)c1cccc2ccccc12,0.77,O=C(CCNCc1ccccc1)c1cccc2ccccc12,O=C(CCNCc1ccccc1)c1cccc2ccccc12||0.77
12224,10027,O=C(CCNCc1ccccc1)c1ccccc1,O=C(CCNCc1ccccc1)c1ccccc1,0.962,O=C(CCNCc1ccccc1)c1ccccc1,O=C(CCNCc1ccccc1)c1ccccc1||0.962
12225,8932,O=C(CCNc1ccccc1)c1ccccc1,O=C(CCNc1ccccc1)c1ccccc1,0.525,O=C(CCNc1ccccc1)c1ccccc1,O=C(CCNc1ccccc1)c1ccccc1||0.525
12226,12695,O=C(CCc1ccccc1)NC(C(=O)O)c1ccccc1,O=C(CCc1ccccc1)NC(C(=O)O)c1ccccc1,1.213,O=C(CCc1ccccc1)NCc1ccccc1,O=C(CCc1ccccc1)NC(C(=O)O)c1ccccc1||1.213
12227,13351,O=C(CCc1ccccc1)NC(Cc1ccccc1)C(=O)O,O=C(CCc1ccccc1)NC(Cc1ccccc1)C(=O)O,1.114,O=C(CCc1ccccc1)NCCc1ccccc1,O=C(CCc1ccccc1)NC(Cc1ccccc1)C(=O)O||1.114
12228,14012,O=C(CCc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,O=C(CCc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,0.085,O=C(CCc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,O=C(CCc1ccccc1)Nc1ccc(Nc2ccccc2)cc1||0.085
12229,11957,O=C(CCc1ccccc1)Nc1cccc(C(=O)O)c1,O=C(CCc1ccccc1)Nc1cccc(C(=O)O)c1,0.952,O=C(CCc1ccccc1)Nc1ccccc1,O=C(CCc1ccccc1)Nc1cccc(C(=O)O)c1||0.952
12230,12573,O=C(CNC(c1ccccc1)c1ccccc1)NC1CC1,O=C(CNC(c1ccccc1)c1ccccc1)NC1CC1,0.973,O=C(CNC(c1ccccc1)c1ccccc1)NC1CC1,O=C(CNC(c1ccccc1)c1ccccc1)NC1CC1||0.973
